name,rating,reviews,address,city,state,zip_code,phone
Little Swan Bakery Cafe,4.5,150,1249 Stockton St,San Francisco,CA,94133.0,14159861606.0
Pokeatery,4.0,792,407 S B St,San Mateo,CA,94401.0,16503892672.0
Caffe 817,4.0,372,817 Washington St,Oakland,CA,94607.0,15102717965.0
Bartlett Hall,3.5,802,242 O'Farrell St,San Francisco,CA,94102.0,14154334332.0
Lois the Pie Queen,4.0,957,851 60th St,Oakland,CA,94609.0,15106585616.0
Liquor Express & Deli,4.5,93,4715 Geary Blvd,San Francisco,CA,94118.0,14156663534.0
The Revolution Cafe,3.5,522,3248 22nd St,San Francisco,CA,94110.0,14156420474.0
Bistro Boudin,3.5,806,160 Jefferson St,San Francisco,CA,94133.0,14153515561.0
Salty's,5.0,16,748 Van Ness Ave,San Francisco,CA,94102.0,14154004180.0
The Crepe House,4.0,664,1755 Polk St,San Francisco,CA,94109.0,14154412421.0
Craftsman and Wolves,4.0,1469,746 Valencia St,San Francisco,CA,94110.0,14159137713.0
Takahashi Market,4.5,719,221 S Claremont St,San Mateo,CA,94401.0,16503430394.0
The Cove Cafe,5.0,64,225 Cabrillo Hwy S,Half Moon Bay,CA,94019.0,16507293118.0
Ramen101,4.0,385,699 Lewelling Blvd,San Leandro,CA,94579.0,15108782439.0
Cafe Josephine,5.0,11,199 Museum Way,San Francisco,CA,94114.0,14153508976.0
Craftsman and Wolves - The Den,4.0,93,1598 Yosemite Ave,San Francisco,CA,94124.0,14154233337.0
Manjé - Haitian Caribbean Food,4.5,3,,San Francisco,CA,94123.0,14156853131.0
Crostini & Java,5.0,107,899 Hyde St,San Francisco,CA,94109.0,14158729226.0
Cinderella Bakery & Cafe,4.0,903,436 Balboa St,San Francisco,CA,94118.0,14157519690.0
Thorough Bread & Pastry,4.5,812,248 Church St,San Francisco,CA,94114.0,14155580690.0
Tycoon Thai Restaurant,4.0,286,620 O'Farrell St,San Francisco,CA,94109.0,14157963391.0
Universal Bakery,4.5,62,3458 Mission St,San Francisco,CA,94110.0,14158214971.0
Wing Wings,3.5,495,422 Haight St,San Francisco,CA,94117.0,14158345001.0
Urban Bowls,4.0,26,340 Grove St,San Francisco,CA,94102.0,14155002162.0
Panchita's Pupuseria,4.0,33,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14154314232.0
Torraku Ramen,4.0,57,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14159363641.0
Mezzo,4.0,497,2442 Telegraph Ave,Berkeley,CA,94704.0,15107051089.0
The Gastropig,4.0,392,2123 Franklin St,Oakland,CA,94612.0,15108174663.0
Fentons Creamery,4.0,4381,4226 Piedmont Ave,Oakland,CA,94611.0,15106587000.0
Banh Mi House,4.5,117,2701 San Bruno Ave,San Francisco,CA,94134.0,14157695556.0
Common Sage,4.0,194,1552 Polk St,San Francisco,CA,94109.0,14155807178.0
Poke Life,4.0,2,815B Washington St,Oakland,CA,94607.0,15102509570.0
Fry Bread,4.5,2,2375 Fruitvale Ave,Oakland,CA,94601.0,15107348357.0
La Grana Fish,5.0,17,865 50th Ave,Oakland,CA,94601.0,15105200561.0
Bunn Mike,4.0,59,300 De Haro St,San Francisco,CA,94103.0,14152989775.0
Rossi’s Deli,4.5,140,426 Castro St,San Francisco,CA,94114.0,14158634533.0
Mariscos El Pariente,5.0,62,160 El Camino Real,San Bruno,CA,94066.0,14152335175.0
Flour Craft Mill Valley,4.0,46,129 Miller Ave,Mill Valley,CA,94941.0,14153848244.0
Pillar Point Fish House,3.5,16,260 Capistrano Rd,Half Moon Bay,CA,94019.0,
I'a poke,4.5,29,684 King St,San Francisco,CA,94107.0,14157570550.0
La Promenade Café,4.5,292,3643 Balboa St,San Francisco,CA,94121.0,14152216063.0
Bart Grocery & BBQ,4.5,717,108 Los Olivos Ave,Daly City,CA,94014.0,16509938782.0
Pearl,4.5,75,942 Diablo Ave,Novato,CA,94947.0,14157619469.0
Mercado Brasil,4.0,72,1252 Valencia St,San Francisco,CA,94110.0,14156413066.0
Nook,4.0,684,1500 Hyde St,San Francisco,CA,94109.0,14154474100.0
Little Swan Bakery Cafe,4.5,150,1249 Stockton St,San Francisco,CA,94133.0,14159861606.0
Pokeatery,4.0,792,407 S B St,San Mateo,CA,94401.0,16503892672.0
Caffe 817,4.0,372,817 Washington St,Oakland,CA,94607.0,15102717965.0
Bartlett Hall,3.5,802,242 O'Farrell St,San Francisco,CA,94102.0,14154334332.0
Lois the Pie Queen,4.0,957,851 60th St,Oakland,CA,94609.0,15106585616.0
Liquor Express & Deli,4.5,93,4715 Geary Blvd,San Francisco,CA,94118.0,14156663534.0
The Revolution Cafe,3.5,522,3248 22nd St,San Francisco,CA,94110.0,14156420474.0
Bistro Boudin,3.5,806,160 Jefferson St,San Francisco,CA,94133.0,14153515561.0
Salty's,5.0,16,748 Van Ness Ave,San Francisco,CA,94102.0,14154004180.0
The Crepe House,4.0,664,1755 Polk St,San Francisco,CA,94109.0,14154412421.0
Craftsman and Wolves,4.0,1469,746 Valencia St,San Francisco,CA,94110.0,14159137713.0
Takahashi Market,4.5,719,221 S Claremont St,San Mateo,CA,94401.0,16503430394.0
The Cove Cafe,5.0,64,225 Cabrillo Hwy S,Half Moon Bay,CA,94019.0,16507293118.0
Cafe Murano,4.0,280,1777 Steiner St,San Francisco,CA,94115.0,
El Sur,4.5,113,300 De Haro St,San Francisco,CA,94103.0,14155302803.0
Sushi On North Beach - Katsu,4.0,517,745 Columbus Ave,San Francisco,CA,94133.0,14157888050.0
Shoreline Coffee Shop,3.5,232,221 Shoreline Hwy,Mill Valley,CA,94941.0,14153889085.0
Church Street Cafe,4.0,262,260 Church St,San Francisco,CA,94114.0,14156212233.0
Cinderella Bakery & Cafe,4.0,903,436 Balboa St,San Francisco,CA,94118.0,14157519690.0
Thorough Bread & Pastry,4.5,812,248 Church St,San Francisco,CA,94114.0,14155580690.0
Tycoon Thai Restaurant,4.0,286,620 O'Farrell St,San Francisco,CA,94109.0,14157963391.0
Universal Bakery,4.5,62,3458 Mission St,San Francisco,CA,94110.0,14158214971.0
Wing Wings,3.5,495,422 Haight St,San Francisco,CA,94117.0,14158345001.0
Urban Bowls,4.0,26,340 Grove St,San Francisco,CA,94102.0,14155002162.0
Panchita's Pupuseria,4.0,33,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14154314232.0
Torraku Ramen,4.0,57,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14159363641.0
Mezzo,4.0,497,2442 Telegraph Ave,Berkeley,CA,94704.0,15107051089.0
The Gastropig,4.0,392,2123 Franklin St,Oakland,CA,94612.0,15108174663.0
Fentons Creamery,4.0,4381,4226 Piedmont Ave,Oakland,CA,94611.0,15106587000.0
Banh Mi House,4.5,117,2701 San Bruno Ave,San Francisco,CA,94134.0,14157695556.0
Common Sage,4.0,194,1552 Polk St,San Francisco,CA,94109.0,14155807178.0
Poke Life,4.0,2,815B Washington St,Oakland,CA,94607.0,15102509570.0
Fry Bread,4.5,2,2375 Fruitvale Ave,Oakland,CA,94601.0,15107348357.0
La Grana Fish,5.0,17,865 50th Ave,Oakland,CA,94601.0,15105200561.0
Bunn Mike,4.0,59,300 De Haro St,San Francisco,CA,94103.0,14152989775.0
Rossi’s Deli,4.5,140,426 Castro St,San Francisco,CA,94114.0,14158634533.0
Mariscos El Pariente,5.0,62,160 El Camino Real,San Bruno,CA,94066.0,14152335175.0
Flour Craft Mill Valley,4.0,46,129 Miller Ave,Mill Valley,CA,94941.0,14153848244.0
Pillar Point Fish House,3.5,16,260 Capistrano Rd,Half Moon Bay,CA,94019.0,
I'a poke,4.5,29,684 King St,San Francisco,CA,94107.0,14157570550.0
La Promenade Café,4.5,292,3643 Balboa St,San Francisco,CA,94121.0,14152216063.0
Bart Grocery & BBQ,4.5,717,108 Los Olivos Ave,Daly City,CA,94014.0,16509938782.0
Pearl,4.5,75,942 Diablo Ave,Novato,CA,94947.0,14157619469.0
Mercado Brasil,4.0,72,1252 Valencia St,San Francisco,CA,94110.0,14156413066.0
Nook,4.0,684,1500 Hyde St,San Francisco,CA,94109.0,14154474100.0
Little Swan Bakery Cafe,4.5,150,1249 Stockton St,San Francisco,CA,94133.0,14159861606.0
Pokeatery,4.0,792,407 S B St,San Mateo,CA,94401.0,16503892672.0
Caffe 817,4.0,372,817 Washington St,Oakland,CA,94607.0,15102717965.0
Bartlett Hall,3.5,802,242 O'Farrell St,San Francisco,CA,94102.0,14154334332.0
Lois the Pie Queen,4.0,957,851 60th St,Oakland,CA,94609.0,15106585616.0
Liquor Express & Deli,4.5,93,4715 Geary Blvd,San Francisco,CA,94118.0,14156663534.0
The Revolution Cafe,3.5,522,3248 22nd St,San Francisco,CA,94110.0,14156420474.0
Bistro Boudin,3.5,806,160 Jefferson St,San Francisco,CA,94133.0,14153515561.0
Salty's,5.0,16,748 Van Ness Ave,San Francisco,CA,94102.0,14154004180.0
The Crepe House,4.0,664,1755 Polk St,San Francisco,CA,94109.0,14154412421.0
Craftsman and Wolves,4.0,1469,746 Valencia St,San Francisco,CA,94110.0,14159137713.0
Takahashi Market,4.5,719,221 S Claremont St,San Mateo,CA,94401.0,16503430394.0
The Cove Cafe,5.0,64,225 Cabrillo Hwy S,Half Moon Bay,CA,94019.0,16507293118.0
Cafe Murano,4.0,280,1777 Steiner St,San Francisco,CA,94115.0,
El Sur,4.5,113,300 De Haro St,San Francisco,CA,94103.0,14155302803.0
Sushi On North Beach - Katsu,4.0,517,745 Columbus Ave,San Francisco,CA,94133.0,14157888050.0
Shoreline Coffee Shop,3.5,232,221 Shoreline Hwy,Mill Valley,CA,94941.0,14153889085.0
Church Street Cafe,4.0,262,260 Church St,San Francisco,CA,94114.0,14156212233.0
Café de la Presse,3.5,1553,352 Grant Ave,San Francisco,CA,94108.0,14153982680.0
Ella's American Kitchen,3.5,1035,500 Presidio Ave,San Francisco,CA,94115.0,14154415669.0
Standard Fare,4.5,127,2701 8th St,Berkeley,CA,94710.0,15103562261.0
Monsieur Benjamin,4.0,875,451 Gough St,San Francisco,CA,94102.0,14154032233.0
Pineapples,4.0,422,296 Ocean Ave,San Francisco,CA,94112.0,14157695328.0
Urban Bowls,4.0,26,340 Grove St,San Francisco,CA,94102.0,14155002162.0
Panchita's Pupuseria,4.0,33,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14154314232.0
Torraku Ramen,4.0,57,601 Mission Bay Blvd N,San Francisco,CA,94158.0,14159363641.0
Mezzo,4.0,497,2442 Telegraph Ave,Berkeley,CA,94704.0,15107051089.0
The Gastropig,4.0,392,2123 Franklin St,Oakland,CA,94612.0,15108174663.0
Fentons Creamery,4.0,4381,4226 Piedmont Ave,Oakland,CA,94611.0,15106587000.0
Banh Mi House,4.5,117,2701 San Bruno Ave,San Francisco,CA,94134.0,14157695556.0
Common Sage,4.0,194,1552 Polk St,San Francisco,CA,94109.0,14155807178.0
Poke Life,4.0,2,815B Washington St,Oakland,CA,94607.0,15102509570.0
Fry Bread,4.5,2,2375 Fruitvale Ave,Oakland,CA,94601.0,15107348357.0
La Grana Fish,5.0,17,865 50th Ave,Oakland,CA,94601.0,15105200561.0
Bunn Mike,4.0,59,300 De Haro St,San Francisco,CA,94103.0,14152989775.0
Rossi’s Deli,4.5,140,426 Castro St,San Francisco,CA,94114.0,14158634533.0
Mariscos El Pariente,5.0,62,160 El Camino Real,San Bruno,CA,94066.0,14152335175.0
Flour Craft Mill Valley,4.0,46,129 Miller Ave,Mill Valley,CA,94941.0,14153848244.0
Pillar Point Fish House,3.5,16,260 Capistrano Rd,Half Moon Bay,CA,94019.0,
I'a poke,4.5,29,684 King St,San Francisco,CA,94107.0,14157570550.0
La Promenade Café,4.5,292,3643 Balboa St,San Francisco,CA,94121.0,14152216063.0
Bart Grocery & BBQ,4.5,717,108 Los Olivos Ave,Daly City,CA,94014.0,16509938782.0
Pearl,4.5,75,942 Diablo Ave,Novato,CA,94947.0,14157619469.0
Mercado Brasil,4.0,72,1252 Valencia St,San Francisco,CA,94110.0,14156413066.0
Nook,4.0,684,1500 Hyde St,San Francisco,CA,94109.0,14154474100.0
Little Swan Bakery Cafe,4.5,150,1249 Stockton St,San Francisco,CA,94133.0,14159861606.0
Pokeatery,4.0,792,407 S B St,San Mateo,CA,94401.0,16503892672.0
Caffe 817,4.0,372,817 Washington St,Oakland,CA,94607.0,15102717965.0
Bartlett Hall,3.5,802,242 O'Farrell St,San Francisco,CA,94102.0,14154334332.0
Lois the Pie Queen,4.0,957,851 60th St,Oakland,CA,94609.0,15106585616.0
Liquor Express & Deli,4.5,93,4715 Geary Blvd,San Francisco,CA,94118.0,14156663534.0
The Revolution Cafe,3.5,522,3248 22nd St,San Francisco,CA,94110.0,14156420474.0
Bistro Boudin,3.5,806,160 Jefferson St,San Francisco,CA,94133.0,14153515561.0
Salty's,5.0,16,748 Van Ness Ave,San Francisco,CA,94102.0,14154004180.0
The Crepe House,4.0,664,1755 Polk St,San Francisco,CA,94109.0,14154412421.0
Craftsman and Wolves,4.0,1469,746 Valencia St,San Francisco,CA,94110.0,14159137713.0
Takahashi Market,4.5,719,221 S Claremont St,San Mateo,CA,94401.0,16503430394.0
The Cove Cafe,5.0,64,225 Cabrillo Hwy S,Half Moon Bay,CA,94019.0,16507293118.0
Cafe Murano,4.0,280,1777 Steiner St,San Francisco,CA,94115.0,
El Sur,4.5,113,300 De Haro St,San Francisco,CA,94103.0,14155302803.0
Sushi On North Beach - Katsu,4.0,517,745 Columbus Ave,San Francisco,CA,94133.0,14157888050.0
Shoreline Coffee Shop,3.5,232,221 Shoreline Hwy,Mill Valley,CA,94941.0,14153889085.0
Church Street Cafe,4.0,262,260 Church St,San Francisco,CA,94114.0,14156212233.0
Café de la Presse,3.5,1553,352 Grant Ave,San Francisco,CA,94108.0,14153982680.0
Ella's American Kitchen,3.5,1035,500 Presidio Ave,San Francisco,CA,94115.0,14154415669.0
Standard Fare,4.5,127,2701 8th St,Berkeley,CA,94710.0,15103562261.0
Monsieur Benjamin,4.0,875,451 Gough St,San Francisco,CA,94102.0,14154032233.0
Pineapples,4.0,422,296 Ocean Ave,San Francisco,CA,94112.0,14157695328.0
Paulie's Pickling,4.5,159,331 Cortland Ave,San Francisco,CA,94110.0,14152850800.0
Salam Halal Market,4.5,24,999 7th St,Oakland,CA,94607.0,15108352044.0
One House Bakery,4.5,222,918 1st St,Benicia,CA,94510.0,17073615919.0
Capputea Restaurant,4.5,59,801 Kearny St,San Francisco,CA,94108.0,14157805000.0
Tilden Cafe,4.5,40,345 Taylor St,San Francisco,CA,94102.0,14156732332.0
Fentons Creamery,4.0,4381,4226 Piedmont Ave,Oakland,CA,94611.0,15106587000.0
Banh Mi House,4.5,117,2701 San Bruno Ave,San Francisco,CA,94134.0,14157695556.0
Common Sage,4.0,194,1552 Polk St,San Francisco,CA,94109.0,14155807178.0
Poke Life,4.0,2,815B Washington St,Oakland,CA,94607.0,15102509570.0
Fry Bread,4.5,2,2375 Fruitvale Ave,Oakland,CA,94601.0,15107348357.0
La Grana Fish,5.0,17,865 50th Ave,Oakland,CA,94601.0,15105200561.0
Bunn Mike,4.0,59,300 De Haro St,San Francisco,CA,94103.0,14152989775.0
Rossi’s Deli,4.5,140,426 Castro St,San Francisco,CA,94114.0,14158634533.0
Mariscos El Pariente,5.0,62,160 El Camino Real,San Bruno,CA,94066.0,14152335175.0
Flour Craft Mill Valley,4.0,46,129 Miller Ave,Mill Valley,CA,94941.0,14153848244.0
Pillar Point Fish House,3.5,16,260 Capistrano Rd,Half Moon Bay,CA,94019.0,
I'a poke,4.5,29,684 King St,San Francisco,CA,94107.0,14157570550.0
La Promenade Café,4.5,292,3643 Balboa St,San Francisco,CA,94121.0,14152216063.0
Bart Grocery & BBQ,4.5,717,108 Los Olivos Ave,Daly City,CA,94014.0,16509938782.0
Pearl,4.5,75,942 Diablo Ave,Novato,CA,94947.0,14157619469.0
Mercado Brasil,4.0,72,1252 Valencia St,San Francisco,CA,94110.0,14156413066.0
Nook,4.0,684,1500 Hyde St,San Francisco,CA,94109.0,14154474100.0
Little Swan Bakery Cafe,4.5,150,1249 Stockton St,San Francisco,CA,94133.0,14159861606.0
Pokeatery,4.0,792,407 S B St,San Mateo,CA,94401.0,16503892672.0
Caffe 817,4.0,372,817 Washington St,Oakland,CA,94607.0,15102717965.0
Bartlett Hall,3.5,802,242 O'Farrell St,San Francisco,CA,94102.0,14154334332.0
Lois the Pie Queen,4.0,957,851 60th St,Oakland,CA,94609.0,15106585616.0
Liquor Express & Deli,4.5,93,4715 Geary Blvd,San Francisco,CA,94118.0,14156663534.0
The Revolution Cafe,3.5,522,3248 22nd St,San Francisco,CA,94110.0,14156420474.0
Bistro Boudin,3.5,806,160 Jefferson St,San Francisco,CA,94133.0,14153515561.0
Salty's,5.0,16,748 Van Ness Ave,San Francisco,CA,94102.0,14154004180.0
The Crepe House,4.0,664,1755 Polk St,San Francisco,CA,94109.0,14154412421.0
Craftsman and Wolves,4.0,1469,746 Valencia St,San Francisco,CA,94110.0,14159137713.0
Takahashi Market,4.5,719,221 S Claremont St,San Mateo,CA,94401.0,16503430394.0
The Cove Cafe,5.0,64,225 Cabrillo Hwy S,Half Moon Bay,CA,94019.0,16507293118.0
Cafe Murano,4.0,280,1777 Steiner St,San Francisco,CA,94115.0,
El Sur,4.5,113,300 De Haro St,San Francisco,CA,94103.0,14155302803.0
Sushi On North Beach - Katsu,4.0,517,745 Columbus Ave,San Francisco,CA,94133.0,14157888050.0
Shoreline Coffee Shop,3.5,232,221 Shoreline Hwy,Mill Valley,CA,94941.0,14153889085.0
Church Street Cafe,4.0,262,260 Church St,San Francisco,CA,94114.0,14156212233.0
Café de la Presse,3.5,1553,352 Grant Ave,San Francisco,CA,94108.0,14153982680.0
Ella's American Kitchen,3.5,1035,500 Presidio Ave,San Francisco,CA,94115.0,14154415669.0
Standard Fare,4.5,127,2701 8th St,Berkeley,CA,94710.0,15103562261.0
Monsieur Benjamin,4.0,875,451 Gough St,San Francisco,CA,94102.0,14154032233.0
Pineapples,4.0,422,296 Ocean Ave,San Francisco,CA,94112.0,14157695328.0
Paulie's Pickling,4.5,159,331 Cortland Ave,San Francisco,CA,94110.0,14152850800.0
Salam Halal Market,4.5,24,999 7th St,Oakland,CA,94607.0,15108352044.0
One House Bakery,4.5,222,918 1st St,Benicia,CA,94510.0,17073615919.0
Capputea Restaurant,4.5,59,801 Kearny St,San Francisco,CA,94108.0,14157805000.0
Tilden Cafe,4.5,40,345 Taylor St,San Francisco,CA,94102.0,14156732332.0
Zazzi Foods,4.0,46,1398 University Ave,Berkeley,CA,94702.0,15105267664.0
El Farolito,4.0,804,2950 24th St,San Francisco,CA,94110.0,14156410758.0
Andrea's Market,4.0,7,1601 El Camino Real,Millbrae,CA,94030.0,16507941719.0
Five Suns Brewing,4.5,66,701 Escobar St,Martinez,CA,94553.0,19259576706.0
Scullery,4.5,180,687 Geary St,San Francisco,CA,94102.0,14154404497.0
La Grana Fish,5.0,17,865 50th Ave,Oakland,CA,94601.0,15105200561.0
Bunn Mike,4.0,59,300 De Haro St,San Francisco,CA,94103.0,14152989775.0
Rossi’s Deli,4.5,140,426 Castro St,San Francisco,CA,94114.0,14158634533.0
Mariscos El Pariente,5.0,62,160 El Camino Real,San Bruno,CA,94066.0,14152335175.0
Flour Craft Mill Valley,4.0,46,129 Miller Ave,Mill Valley,CA,94941.0,14153848244.0
Pillar Point Fish House,3.5,16,260 Capistrano Rd,Half Moon Bay,CA,94019.0,
I'a poke,4.5,29,684 King St,San Francisco,CA,94107.0,14157570550.0
La Promenade Café,4.5,292,3643 Balboa St,San Francisco,CA,94121.0,14152216063.0
Bart Grocery & BBQ,4.5,717,108 Los Olivos Ave,Daly City,CA,94014.0,16509938782.0
Pearl,4.5,75,942 Diablo Ave,Novato,CA,94947.0,14157619469.0
Mercado Brasil,4.0,72,1252 Valencia St,San Francisco,CA,94110.0,14156413066.0
Nook,4.0,684,1500 Hyde St,San Francisco,CA,94109.0,14154474100.0
Little Swan Bakery Cafe,4.5,150,1249 Stockton St,San Francisco,CA,94133.0,14159861606.0
Pokeatery,4.0,792,407 S B St,San Mateo,CA,94401.0,16503892672.0
Caffe 817,4.0,372,817 Washington St,Oakland,CA,94607.0,15102717965.0
Bartlett Hall,3.5,802,242 O'Farrell St,San Francisco,CA,94102.0,14154334332.0
Lois the Pie Queen,4.0,957,851 60th St,Oakland,CA,94609.0,15106585616.0
Liquor Express & Deli,4.5,93,4715 Geary Blvd,San Francisco,CA,94118.0,14156663534.0
The Revolution Cafe,3.5,522,3248 22nd St,San Francisco,CA,94110.0,14156420474.0
Bistro Boudin,3.5,806,160 Jefferson St,San Francisco,CA,94133.0,14153515561.0
Salty's,5.0,16,748 Van Ness Ave,San Francisco,CA,94102.0,14154004180.0
The Crepe House,4.0,664,1755 Polk St,San Francisco,CA,94109.0,14154412421.0
Craftsman and Wolves,4.0,1469,746 Valencia St,San Francisco,CA,94110.0,14159137713.0
Takahashi Market,4.5,719,221 S Claremont St,San Mateo,CA,94401.0,16503430394.0
The Cove Cafe,5.0,64,225 Cabrillo Hwy S,Half Moon Bay,CA,94019.0,16507293118.0
Cafe Murano,4.0,280,1777 Steiner St,San Francisco,CA,94115.0,
El Sur,4.5,113,300 De Haro St,San Francisco,CA,94103.0,14155302803.0
Sushi On North Beach - Katsu,4.0,517,745 Columbus Ave,San Francisco,CA,94133.0,14157888050.0
Shoreline Coffee Shop,3.5,232,221 Shoreline Hwy,Mill Valley,CA,94941.0,14153889085.0
Church Street Cafe,4.0,262,260 Church St,San Francisco,CA,94114.0,14156212233.0
Café de la Presse,3.5,1553,352 Grant Ave,San Francisco,CA,94108.0,14153982680.0
Ella's American Kitchen,3.5,1035,500 Presidio Ave,San Francisco,CA,94115.0,14154415669.0
Standard Fare,4.5,127,2701 8th St,Berkeley,CA,94710.0,15103562261.0
Monsieur Benjamin,4.0,875,451 Gough St,San Francisco,CA,94102.0,14154032233.0
Pineapples,4.0,422,296 Ocean Ave,San Francisco,CA,94112.0,14157695328.0
Paulie's Pickling,4.5,159,331 Cortland Ave,San Francisco,CA,94110.0,14152850800.0
Salam Halal Market,4.5,24,999 7th St,Oakland,CA,94607.0,15108352044.0
One House Bakery,4.5,222,918 1st St,Benicia,CA,94510.0,17073615919.0
Capputea Restaurant,4.5,59,801 Kearny St,San Francisco,CA,94108.0,14157805000.0
Tilden Cafe,4.5,40,345 Taylor St,San Francisco,CA,94102.0,14156732332.0
Zazzi Foods,4.0,46,1398 University Ave,Berkeley,CA,94702.0,15105267664.0
El Farolito,4.0,804,2950 24th St,San Francisco,CA,94110.0,14156410758.0
Andrea's Market,4.0,7,1601 El Camino Real,Millbrae,CA,94030.0,16507941719.0
Five Suns Brewing,4.5,66,701 Escobar St,Martinez,CA,94553.0,19259576706.0
Scullery,4.5,180,687 Geary St,San Francisco,CA,94102.0,14154404497.0
Golden Gate Market Deli & Liquor,4.5,107,2767 Lombard St,San Francisco,CA,94123.0,14153466052.0
Cafe Monte Sion,5.0,16,888 98th Ave,Oakland,CA,94603.0,15105644500.0
Genuine Goodness,5.0,42,21 Orinda Way,Orinda,CA,94563.0,19253173348.0
Town Bakery & Cafe,4.5,116,337 Rheem Blvd,Moraga,CA,94556.0,19252475965.0
Sea Breeze Restaurant,4.0,452,3940 Judah St,San Francisco,CA,94122.0,14152426022.0
Pillar Point Fish House,3.5,16,260 Capistrano Rd,Half Moon Bay,CA,94019.0,
I'a poke,4.5,29,684 King St,San Francisco,CA,94107.0,14157570550.0
La Promenade Café,4.5,292,3643 Balboa St,San Francisco,CA,94121.0,14152216063.0
Bart Grocery & BBQ,4.5,717,108 Los Olivos Ave,Daly City,CA,94014.0,16509938782.0
Pearl,4.5,75,942 Diablo Ave,Novato,CA,94947.0,14157619469.0
Mercado Brasil,4.0,72,1252 Valencia St,San Francisco,CA,94110.0,14156413066.0
Nook,4.0,684,1500 Hyde St,San Francisco,CA,94109.0,14154474100.0
Little Swan Bakery Cafe,4.5,150,1249 Stockton St,San Francisco,CA,94133.0,14159861606.0
Pokeatery,4.0,792,407 S B St,San Mateo,CA,94401.0,16503892672.0
Caffe 817,4.0,372,817 Washington St,Oakland,CA,94607.0,15102717965.0
Bartlett Hall,3.5,802,242 O'Farrell St,San Francisco,CA,94102.0,14154334332.0
Lois the Pie Queen,4.0,957,851 60th St,Oakland,CA,94609.0,15106585616.0
Liquor Express & Deli,4.5,93,4715 Geary Blvd,San Francisco,CA,94118.0,14156663534.0
The Revolution Cafe,3.5,522,3248 22nd St,San Francisco,CA,94110.0,14156420474.0
Bistro Boudin,3.5,806,160 Jefferson St,San Francisco,CA,94133.0,14153515561.0
Salty's,5.0,16,748 Van Ness Ave,San Francisco,CA,94102.0,14154004180.0
The Crepe House,4.0,664,1755 Polk St,San Francisco,CA,94109.0,14154412421.0
Craftsman and Wolves,4.0,1469,746 Valencia St,San Francisco,CA,94110.0,14159137713.0
Takahashi Market,4.5,719,221 S Claremont St,San Mateo,CA,94401.0,16503430394.0
The Cove Cafe,5.0,64,225 Cabrillo Hwy S,Half Moon Bay,CA,94019.0,16507293118.0
Cafe Murano,4.0,280,1777 Steiner St,San Francisco,CA,94115.0,
El Sur,4.5,113,300 De Haro St,San Francisco,CA,94103.0,14155302803.0
Sushi On North Beach - Katsu,4.0,517,745 Columbus Ave,San Francisco,CA,94133.0,14157888050.0
Shoreline Coffee Shop,3.5,232,221 Shoreline Hwy,Mill Valley,CA,94941.0,14153889085.0
Church Street Cafe,4.0,262,260 Church St,San Francisco,CA,94114.0,14156212233.0
Café de la Presse,3.5,1553,352 Grant Ave,San Francisco,CA,94108.0,14153982680.0
Ella's American Kitchen,3.5,1035,500 Presidio Ave,San Francisco,CA,94115.0,14154415669.0
Standard Fare,4.5,127,2701 8th St,Berkeley,CA,94710.0,15103562261.0
Monsieur Benjamin,4.0,875,451 Gough St,San Francisco,CA,94102.0,14154032233.0
Pineapples,4.0,422,296 Ocean Ave,San Francisco,CA,94112.0,14157695328.0
Paulie's Pickling,4.5,159,331 Cortland Ave,San Francisco,CA,94110.0,14152850800.0
Salam Halal Market,4.5,24,999 7th St,Oakland,CA,94607.0,15108352044.0
One House Bakery,4.5,222,918 1st St,Benicia,CA,94510.0,17073615919.0
Capputea Restaurant,4.5,59,801 Kearny St,San Francisco,CA,94108.0,14157805000.0
Tilden Cafe,4.5,40,345 Taylor St,San Francisco,CA,94102.0,14156732332.0
Zazzi Foods,4.0,46,1398 University Ave,Berkeley,CA,94702.0,15105267664.0
El Farolito,4.0,804,2950 24th St,San Francisco,CA,94110.0,14156410758.0
Andrea's Market,4.0,7,1601 El Camino Real,Millbrae,CA,94030.0,16507941719.0
Five Suns Brewing,4.5,66,701 Escobar St,Martinez,CA,94553.0,19259576706.0
Scullery,4.5,180,687 Geary St,San Francisco,CA,94102.0,14154404497.0
Golden Gate Market Deli & Liquor,4.5,107,2767 Lombard St,San Francisco,CA,94123.0,14153466052.0
Cafe Monte Sion,5.0,16,888 98th Ave,Oakland,CA,94603.0,15105644500.0
Genuine Goodness,5.0,42,21 Orinda Way,Orinda,CA,94563.0,19253173348.0
Town Bakery & Cafe,4.5,116,337 Rheem Blvd,Moraga,CA,94556.0,19252475965.0
Sea Breeze Restaurant,4.0,452,3940 Judah St,San Francisco,CA,94122.0,14152426022.0
Cafe Buenos Aires,4.5,28,2999 Shattuck Ave,Berkeley,CA,94705.0,15108413030.0
Wok This Way,4.0,112,560 Balboa St,San Francisco,CA,94118.0,14155928090.0
Cafe De Casa,4.5,311,1165 Airport Blvd,South San Francisco,CA,94080.0,16507631025.0
Central Coffee Tea & Spice,4.5,305,1696 Hayes St,San Francisco,CA,94117.0,14159222008.0
